Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCW05,OUT010,265.394538
FDZ22,OUT018,1260.039816
FDK02,OUT046,2307.869198
FDZ45,OUT027,2340.047312
FDL25,OUT046,1248.421606
FDS08,OUT045,2339.18843
NCZ42,OUT027,9902.36350399999
FDX57,OUT035,1720.180854
FDF21,OUT046,4021.918034
FDJ56,OUT018,1517.970736
FDX10,OUT013,474.895166
DRG48,OUT035,2216.874312
DRN37,OUT046,2227.720194
NCY41,OUT018,378.07453
FDN28,OUT045,1300.70688
FDE34,OUT045,2536.571498
FDR10,OUT045,2601.293916
FDC32,OUT017,1324.50923
DRG13,OUT046,2873.353112
FDP59,OUT049,1500.693226
NCT53,OUT010,291.35408
FDL57,OUT027,4326.754564
FDN32,OUT010,356.029892
FDK09,OUT018,3198.689624
FDA52,OUT010,387.242596
FDC57,OUT049,2562.744096
FDI09,OUT035,4018.316056
NCB07,OUT046,2534.853734
FDP26,OUT035,1439.95895
FDP40,OUT027,4269.97514
FDL15,OUT013,2414.417172
FDV07,OUT046,1665.345566
FDS03,OUT017,1218.94664
FDE50,OUT049,3728.053888
FDQ15,OUT017,1109.242774
FDQ33,OUT010,284.549604
FDT22,OUT013,831.857178
DRO35,OUT035,2230.469948
FDJ41,OUT049,3987.023456
FDQ27,OUT035,2280.23184
FDC26,OUT017,2016.768122
NCF43,OUT027,3634.608858
NCR50,OUT035,2792.738048
FDE39,OUT018,1678.535064
FDN49,OUT027,865.819635999999
DRG11,OUT035,1658.747488
NCA18,OUT049,1930.080962
FDM36,OUT018,2687.215406
FDW32,OUT017,1130.59498
NCQ18,OUT010,265.55433
FDX14,OUT027,2401.087856
FDD46,OUT017,2450.383688
FDI34,OUT019,532.879688000001
NCJ17,OUT035,1578.232294
FDB52,OUT035,3489.184822
FDV55,OUT018,2553.516108
FDC57,OUT046,3216.972492
FDB29,OUT046,1917.131152
NCO43,OUT035,2490.404926
FDG44,OUT045,877.071656
FDJ34,OUT045,1661.657034
FDH40,OUT049,1316.632816
NCD07,OUT027,4334.630978
FDB41,OUT017,756.242272
FDH47,OUT018,1173.299392
DRK37,OUT035,4063.590456
FDM25,OUT019,381.516716
NCX06,OUT045,2825.508724
NCS05,OUT017,2170.301602
FDS39,OUT045,1872.149704
FDC47,OUT027,5829.551718
FDG20,OUT013,2847.36028
DRL23,OUT017,1590.49633
FDY33,OUT013,2571.805634
NCH18,OUT045,3149.620164
FDX47,OUT035,2465.464058
NCB06,OUT045,2673.826168
FDP36,OUT049,783.593336
FDW44,OUT018,2723.235186
NCU41,OUT018,2572.105244
NCS17,OUT046,1782.240072
FDD46,OUT035,2256.848944
FDE45,OUT017,3058.798386
FDI09,OUT017,3772.835596
NCJ54,OUT010,700.368336
NCA29,OUT018,3258.598308
NCN41,OUT027,4106.368106
FDY34,OUT035,2908.553958
NCG55,OUT035,1987.199944
DRM49,OUT046,924.749594000001
NCB42,OUT049,2057.535056
FDE58,OUT045,1909.41453
DRJ25,OUT013,725.082832000001
FDS47,OUT010,158.913144
FDY21,OUT049,3539.952072
NCI54,OUT013,1922.177916
FDO24,OUT017,2659.391624
FDY43,OUT035,2741.511396
FDF35,OUT018,1078.549394
NCP29,OUT019,203.275398
FDN28,OUT027,2458.49979
FDJ50,OUT018,738.325594
FDQ14,OUT027,3792.043926
FDC37,OUT035,1820.470308
FDN08,OUT046,2025.13057
FDD04,OUT035,2074.912436
FDW34,OUT018,2843.425402
FDP04,OUT017,1043.614868
NCG07,OUT017,2792.105538
NCN14,OUT018,2062.362106
FDJ16,OUT045,808.054828
NCM42,OUT045,1397.54749
NCF19,OUT046,754.411322
FDY21,OUT018,3599.14835
FDY19,OUT035,2058.913262
FDV09,OUT045,2173.863632
FDA28,OUT013,2136.81852
FDC38,OUT018,1777.958978
FDL28,OUT045,4021.192312
NCH43,OUT049,3070.53644
NCN53,OUT045,427.27715
NCW05,OUT017,2579.662074
NCO30,OUT018,2446.355598
FDT04,OUT019,78.737508
FDB27,OUT018,2938.162084
NCK07,OUT013,2428.199232
NCA53,OUT013,752.007784
FDB33,OUT018,2343.223178
FDU37,OUT017,1422.894496
FDR13,OUT035,2169.87549
FDE45,OUT049,2551.924846
FDV37,OUT017,3029.942614
FDX44,OUT019,332.840078
NCL06,OUT017,4032.657388
FDJ28,OUT045,2355.294132
FDX55,OUT049,3335.618052
NCK17,OUT018,421.957408
FDH52,OUT035,1184.817732
FDN13,OUT027,3030.415332
FDK44,OUT018,2064.685748
FDU16,OUT046,1929.095578
FDZ07,OUT017,962.793406
NCN06,OUT027,4040.17427
FDH02,OUT010,224.481128
NCW18,OUT045,3364.507114
FDH57,OUT013,1692.090752
FDV35,OUT045,2991.545928
NCU29,OUT013,2973.482774
NCP02,OUT046,838.089066000001
FDN44,OUT013,2366.98558
FDX03,OUT018,259.149334
FDR11,OUT010,431.098842
FDA36,OUT046,3091.003132
FDP58,OUT027,4635.16644
FDH31,OUT045,1410.19769
FDH34,OUT035,3307.66111
FDS13,OUT035,3856.007332
FDT01,OUT018,3319.14616
FDY09,OUT049,2204.82999
FDV33,OUT027,5211.05015
NCW29,OUT010,232.803628
NCN17,OUT045,1447.442542
FDX01,OUT046,1772.153202
FDL03,OUT049,3686.587864
DRL59,OUT049,949.284324
DRM11,OUT027,5339.156728
FDA43,OUT049,2311.178224
FDZ56,OUT010,342.540784
FDI44,OUT018,1306.539288
FDB50,OUT013,1156.175016
FDU15,OUT019,64.888868
NCJ19,OUT019,165.970624
FDD48,OUT013,2034.431796
NCW42,OUT035,3438.863658
FDL24,OUT017,3045.695442
NCB30,OUT013,2524.387358
FDK25,OUT013,3537.99462
FDW28,OUT049,2671.229548
FDD47,OUT017,3372.54332
FDK16,OUT019,239.92103
FDW37,OUT046,1383.072998
FDA48,OUT035,4285.148722
FDA14,OUT017,2584.915236
FDV15,OUT013,1891.384666
FDN22,OUT049,3461.480884
NCD55,OUT045,574.51882
FDY43,OUT013,3050.715574
NCU05,OUT017,1552.84534
FDF10,OUT035,2824.15715
FDR39,OUT018,2750.632856
FDG40,OUT013,560.117566
FDZ28,OUT019,293.697696
FDE02,OUT045,1341.926558
FDU60,OUT049,4035.38051
FDM21,OUT013,3334.35969
FDV52,OUT019,281.859772
NCW06,OUT013,2510.778406
FDX36,OUT035,4253.39672
FDT35,OUT027,4051.819112
NCL19,OUT010,371.902564
NCD31,OUT046,2921.437188
FDE53,OUT019,345.210642
FDW58,OUT019,163.866696
DRF48,OUT046,2443.732346
FDW57,OUT035,2507.762332
DRH13,OUT017,1384.191542
FDT33,OUT013,2164.98186
DRK47,OUT027,5521.798984
FDY22,OUT010,337.653812
FDC35,OUT019,484.089864
FDO03,OUT013,3781.94374
FDF24,OUT045,1189.837864
FDF56,OUT018,2887.181778
FDD28,OUT013,662.40442
FDG53,OUT027,3466.78731
FDO27,OUT019,317.240384
NCF54,OUT018,2666.76203
FDC20,OUT027,1332.618674
FDU10,OUT046,743.485544
DRA24,OUT018,2548.529266
FDA02,OUT010,253.749696
FDG10,OUT017,696.699778
FDW39,OUT010,576.15003
FDP04,OUT019,196.171312
NCM55,OUT013,2931.304344
FDG47,OUT045,5089.255356
NCU41,OUT017,3323.247488
NCK31,OUT017,681.51288
FDZ46,OUT045,1379.391124
FDU13,OUT027,3509.212086
NCF19,OUT045,771.142876
NCJ43,OUT013,2981.126158
NCJ05,OUT045,2909.07994
FDS04,OUT027,4085.255588
FDX28,OUT010,194.160596
FDB41,OUT027,1114.14972
FDG53,OUT046,2072.73527
FDL15,OUT010,279.496182
FDQ08,OUT049,963.91195
DRN36,OUT013,1764.616346
FDI46,OUT013,5192.447698
FDG16,OUT027,5131.939794
FDV32,OUT013,1295.393796
FDF44,OUT010,178.580876
FDK04,OUT018,621.351192
NCA41,OUT013,2592.904836
FDD51,OUT017,596.177293999999
NCZ53,OUT045,2874.278574
FDP01,OUT027,4372.495024
FDY25,OUT049,3186.765146
FDB17,OUT018,3194.894564
NCV54,OUT018,1593.05966
FDJ32,OUT017,1028.234888
FDA37,OUT049,1951.865938
FDG35,OUT035,3268.971472
NCM05,OUT018,4635.705738
FDG45,OUT046,3523.726526
FDH28,OUT013,527.839582
NCE18,OUT049,4256.99204
FDH38,OUT045,1811.055896
FDR56,OUT013,3133.694228
FDH17,OUT027,2157.478294
FDD39,OUT049,3773.55466
FDB41,OUT049,852.570216
NCR53,OUT046,3259.98983
FDX46,OUT017,654.401504
FDV28,OUT049,577.088808
FDA08,OUT018,2174.23648
FDH45,OUT017,600.212041999999
NCS38,OUT010,248.423296
FDD40,OUT010,500.994526
DRM59,OUT035,2285.485002
NCJ43,OUT018,3035.442122
NCN29,OUT013,612.289654
NCC19,OUT045,3268.91155
FDR56,OUT035,3215.367914
FDZ43,OUT049,3711.954844
FDJ32,OUT010,159.1262
DRH03,OUT017,1238.601056
NCZ54,OUT035,2999.941666
FDE26,OUT017,2541.185492
FDS03,OUT045,1262.350142
DRZ24,OUT019,376.170342
FDO48,OUT027,5671.38427
FDW39,OUT049,2119.680828
NCK05,OUT049,1126.174068
NCK30,OUT017,3996.704188
FDT27,OUT018,2791.006968
FDS08,OUT019,324.31118
NCJ19,OUT049,1038.754528
FDC58,OUT045,663.476358
DRE37,OUT013,3092.77416
FDW02,OUT035,2761.099232
FDJ02,OUT010,342.167936
FDX09,OUT045,3375.63929
FDT31,OUT010,405.785125999999
FDI24,OUT049,3309.964778
FDY09,OUT045,3518.899476
FDV28,OUT045,525.635784
DRM47,OUT049,3758.094784
FDT52,OUT019,540.110276
FDI48,OUT018,717.43279
FDY55,OUT017,6129.514592
FDU48,OUT013,1657.868632
FDN25,OUT045,635.10662
FDP20,OUT049,1904.394398
FDJ15,OUT013,4083.278162
FDD04,OUT018,1583.085976
FDY58,OUT045,3984.300334
FDR37,OUT018,2555.313768
FDF44,OUT013,1993.425174
FDD32,OUT045,1170.8093
FDR57,OUT017,2393.843952
DRG39,OUT027,1603.892226
FDX15,OUT017,2640.489562
DRN37,OUT045,1967.465632
FDW40,OUT027,4528.12577400001
FDB32,OUT049,1430.70433
FDM40,OUT018,1901.59138
FDE39,OUT027,3297.487686
DRH49,OUT017,1313.15734
FDT46,OUT049,689.895302000001
NCF06,OUT035,3191.732014
FDP07,OUT017,3029.709584
FDC04,OUT013,3687.573248
FDZ32,OUT017,1668.814384
FDD50,OUT045,3043.651436
FDU56,OUT017,3140.34557
FDV34,OUT017,1076.651864
NCY41,OUT013,675.693788
NCK18,OUT046,3083.060138
DRH25,OUT049,961.621598000001
FDT57,OUT046,3739.186064
FDV56,OUT018,1247.549408
FDV12,OUT045,1783.638252
FDN52,OUT017,1279.487834
FDX38,OUT035,635.579338
FDE47,OUT018,1736.319846
NCO07,OUT013,3206.452852
FDV09,OUT027,3424.662144
FDZ23,OUT019,706.027635999999
DRH51,OUT018,1100.540768
NCY54,OUT045,3333.720522
DRG49,OUT013,4869.148534
NCC19,OUT049,3567.442954
NCV53,OUT045,4856.691416
FDZ47,OUT019,219.560866
NCO26,OUT018,1825.929868
NCP02,OUT045,1042.289926
NCW30,OUT018,3120.757734
NCN55,OUT046,4363.05398
FDB20,OUT010,169.632524
DRL11,OUT013,2172.725114
DRD60,OUT045,3337.342474
FDW14,OUT010,187.735626
FDL27,OUT010,167.255618
FDU09,OUT018,663.842548
DRH36,OUT027,2362.564668
FDP34,OUT027,3440.927638
FDE04,OUT017,2979.741294
FDZ57,OUT027,3526.37641
FDF02,OUT010,244.068964
FDG28,OUT045,3285.117122
NCI31,OUT046,731.48117
FDT43,OUT013,803.52073
FDU20,OUT046,2545.273504
FDD53,OUT013,675.227728
FDW15,OUT045,2750.646172
NCT53,OUT045,2510.385584
NCG55,OUT027,2561.472418
FDD48,OUT035,1998.678336
FDG47,OUT049,4417.596316
FDI21,OUT017,1265.492718
FDT27,OUT017,3534.69891
DRO35,OUT013,2087.555978
FDD33,OUT017,3878.371554
FDC04,OUT035,3887.879178
FDY34,OUT013,2098.275358
DRJ49,OUT049,1919.714456
FDE05,OUT049,2775.567066
FDU31,OUT017,3642.545194
NCN19,OUT027,4314.237524
FDK56,OUT027,6286.630076
FDK58,OUT017,2097.955774
NCJ42,OUT035,1976.653672
FDZ34,OUT027,7587.510064
FDA52,OUT018,3263.638414
NCR29,OUT013,713.43799
FDT48,OUT035,2928.860858
DRJ51,OUT019,704.170054
NCS54,OUT046,3433.69705
FDV01,OUT035,2934.067414
DRG51,OUT027,3851.692948
NCG42,OUT013,2399.170352
FDA51,OUT049,1723.396668
FDV19,OUT010,330.316696
NCT18,OUT045,2896.789272
NCS41,OUT045,2396.640312
FDO03,OUT046,3924.891
FDL12,OUT010,220.153428
FDY37,OUT010,321.042102
FDI58,OUT049,1691.484874
FDT28,OUT018,2214.01803
NCC42,OUT010,306.188104
FDO01,OUT017,2409.210616
FDJ02,OUT013,2317.609852
FDQ04,OUT018,357.754314
DRL47,OUT013,1648.946912
FDZ32,OUT035,1896.79762
FDC35,OUT035,3168.136062
FDX14,OUT045,1192.268034
FDZ35,OUT013,1521.672584
FDL14,OUT013,1845.990422
FDO04,OUT049,980.277314
DRK11,OUT017,2398.484578
FDB44,OUT018,3953.906564
FDZ50,OUT049,3309.478744
FDI12,OUT027,3158.72165
FDU43,OUT017,4506.513906
FDD58,OUT010,211.784322
FDB27,OUT017,3415.05465
FDB04,OUT018,1273.47566
NCO17,OUT013,2038.566414
FDL12,OUT017,777.374764
DRJ13,OUT049,2795.035058
FDD57,OUT045,1514.621762
FDW19,OUT035,1735.421016
DRD27,OUT018,1324.262884
FDH27,OUT027,4221.085446
NCW30,OUT027,9509.20194599999
FDR40,OUT018,1048.86803
FDG05,OUT013,2303.980926
NCY41,OUT019,85.2224
FDI38,OUT018,3048.292062
FDR20,OUT046,666.891912
FDE09,OUT017,1560.821624
FDN50,OUT019,274.702422
DRF27,OUT045,2910.551358
DRF51,OUT013,623.714782
NCO02,OUT019,196.304472
FDB51,OUT027,1655.97776
FDJ50,OUT013,797.79485
FDN52,OUT013,1341.68687
FDX14,OUT013,1051.158382
FDT27,OUT019,519.830008
FDV10,OUT013,720.295730000001
FDU33,OUT046,758.053248
FDU58,OUT046,3487.254002
NCP42,OUT027,4929.896126
FDL51,OUT027,4660.16723
DRH15,OUT027,927.033288
FDU16,OUT017,1223.97343
FDW15,OUT017,2826.081312
FDQ44,OUT045,2164.529116
NCI06,OUT027,4256.712404
DRK23,OUT019,452.983688
FDC28,OUT035,1737.165412
NCY17,OUT019,81.0345179999999
NCV05,OUT018,2273.60713
FDM34,OUT019,273.737012
DRD60,OUT027,5008.393946
FDT38,OUT046,1353.531452
FDQ57,OUT018,2398.631054
FDE59,OUT027,1030.12576
NCM43,OUT046,2672.28817
DRI51,OUT049,2828.937594
NCG30,OUT017,1926.279244
NCK54,OUT035,2311.917262
FDQ16,OUT019,265.580962
FDI36,OUT013,3058.006084
FDX16,OUT027,3746.809474
FDA34,OUT046,2773.083632
FDJ48,OUT018,2787.964262
FDU47,OUT035,2123.289464
FDS39,OUT046,1914.368082
FDD11,OUT046,3111.236794
FDM16,OUT027,2131.212484
FDU56,OUT018,3281.555092
FDQ32,OUT017,2447.607302
DRK35,OUT013,775.563788
FDA58,OUT049,2588.683664
DRG48,OUT019,349.964454
FDT59,OUT010,645.007066
FDQ31,OUT019,311.714244
FDS51,OUT018,757.540582
FDW32,OUT027,2493.893718
FDI15,OUT027,4233.302876
NCV30,OUT017,1008.946662
DRG25,OUT049,3562.982094
FDT02,OUT013,518.571646
FDO33,OUT027,3774.540044
FDP38,OUT035,607.602422
FDZ45,OUT035,2911.170552
NCA54,OUT027,5627.255046
FDU33,OUT017,872.5309
FDN58,OUT017,3898.019312
FDI05,OUT045,1432.76831
FDM57,OUT019,269.71558
NCS42,OUT027,2358.476656
FDB57,OUT045,4035.54696
FDC03,OUT045,3092.37468
FDZ58,OUT013,2388.710634
NCK29,OUT045,2464.152432
NCR53,OUT045,3585.73248
FDE26,OUT027,4014.50768
FDU52,OUT049,2363.030728
FDE41,OUT027,2639.983554
FDU38,OUT018,2818.670958
FDA52,OUT017,2352.118266
FDW46,OUT046,1346.766924
DRI59,OUT035,3710.729772
FDT38,OUT035,1231.816554
FDL33,OUT018,2733.754826
FDQ01,OUT027,6978.596016
FDJ08,OUT046,3044.63682
FDQ47,OUT049,661.019556
NCZ18,OUT013,4884.102402
FDE29,OUT017,909.303034
FDF10,OUT027,3525.497554
FDC48,OUT049,1563.471508
FDY58,OUT013,4633.282226
NCX30,OUT010,898.270728
FDV11,OUT013,2844.710396
FDT46,OUT046,705.148780000001
DRD01,OUT019,191.58395
FDQ11,OUT013,4104.969926
NCM41,OUT017,1234.007036
NCC55,OUT013,641.86449
FDG45,OUT027,4795.464448
NCQ54,OUT049,2827.625968
FDM34,OUT045,1714.441658
FDD17,OUT019,522.726238
FDN38,OUT027,7342.895144
FDB53,OUT018,1932.025098
NCL06,OUT035,4635.652474
NCV18,OUT019,182.475806
FDX25,OUT013,3150.159462
FDB39,OUT046,977.940356
FDC33,OUT049,2677.494726
NCO14,OUT018,534.9703
FDA58,OUT027,6357.804096
NCQ02,OUT017,3328.43407
NCR53,OUT017,3409.475246
FDN52,OUT046,1242.169744
FDG26,OUT046,3839.455544
FDE23,OUT027,1495.766306
DRI37,OUT013,734.696984
DRH37,OUT018,2724.98624
FDO01,OUT035,2185.361998
FDK45,OUT049,2240.330446
FDP23,OUT049,3807.297404
FDM33,OUT035,3923.8923
FDD36,OUT017,2044.585246
FDL56,OUT017,1037.502824
FDT27,OUT010,567.681054
FDG52,OUT017,660.8065
NCL42,OUT035,5395.836282
DRJ24,OUT046,2985.200854
FDV38,OUT046,774.42527
FDT35,OUT045,2962.463784
FDY51,OUT045,3085.903104
FDC37,OUT017,1785.089696
NCP43,OUT013,3031.500586
FDO33,OUT045,1849.82543
FDW04,OUT018,1723.449932
NCC31,OUT046,1980.169096
FDK22,OUT049,3499.258376
FDJ50,OUT017,906.273644
FDV13,OUT017,1529.196124
DRL60,OUT017,2215.356288
FDW03,OUT017,1996.26814
FDY27,OUT035,2854.45105
FDB39,OUT027,1396.642002
FDU59,OUT045,2367.564826
FDZ57,OUT049,2210.742294
FDO21,OUT049,3312.248472
FDS43,OUT018,2796.55974
FDU28,OUT010,478.304062
FDC51,OUT010,186.05781
FDW16,OUT010,177.648756
FDP32,OUT010,193.121948
FDB60,OUT019,409.693372
NCQ30,OUT046,1908.009692
FDD26,OUT049,3932.454488
FDI44,OUT045,1386.382024
DRH23,OUT046,1134.29017
FDO44,OUT046,1474.886818
FDG04,OUT046,3112.535104
FDM32,OUT027,3150.811946
FDM09,OUT013,2296.550598
FDZ47,OUT013,1411.336208
FDM40,OUT027,3585.426212
FDY48,OUT017,1658.20819
NCM30,OUT045,667.917244
FDX36,OUT010,477.831344
DRF03,OUT017,557.20802
FDN51,OUT049,4573.500044
FDM57,OUT049,1137.872174
FDB35,OUT049,1708.74241
FDY13,OUT027,2653.37945
FDA37,OUT017,2252.008578
NCX53,OUT017,2510.358952
FDD59,OUT018,1065.11355
FDX10,OUT019,86.593948
FDC03,OUT018,2541.385232
FDW43,OUT035,4103.511824
FDW10,OUT046,2675.144452
FDY14,OUT027,5361.514292
FDV43,OUT045,610.045908
FDO40,OUT013,2520.132896
FDP46,OUT027,2343.2831
NCE43,OUT019,295.01598
FDD05,OUT035,2347.251268
FDJ60,OUT010,436.438558
DRE27,OUT018,1268.209182
FDO11,OUT035,4960.303212
DRG11,OUT027,2641.122072
FDK33,OUT010,471.739274
DRM23,OUT045,2167.851458
FDJ02,OUT027,4360.437386
NCZ05,OUT045,1293.709322
NCL30,OUT013,1578.325506
FDZ19,OUT018,2506.344178
FDM45,OUT049,2137.464346
FDO36,OUT046,2342.35098
NCK31,OUT045,718.59794
DRJ37,OUT045,2338.15644
FDP24,OUT018,1882.01686
FDF46,OUT013,1524.575472
FDX46,OUT019,152.394962
NCL18,OUT045,3024.582924
FDJ26,OUT013,2678.267054
FDJ07,OUT045,2020.683026
FDY15,OUT013,2211.940734
DRG01,OUT045,1150.515716
FDF58,OUT045,1207.874386
FDZ14,OUT019,278.710538
FDP31,OUT049,816.989864
FDH45,OUT013,601.370534
FDA09,OUT010,385.185274
FDW31,OUT035,2723.514822
FDA57,OUT046,764.930962
NCE55,OUT035,2786.40629
FDC17,OUT019,449.34842
FDC59,OUT013,870.560132
FDA22,OUT013,3154.933248
FDK52,OUT035,3662.818804
NCM26,OUT046,2322.217188
NCT53,OUT035,2288.634236
FDW45,OUT018,2465.870196
NCI18,OUT035,2838.358664
FDE38,OUT018,2409.43033
FDF08,OUT019,320.5827
FDY58,OUT010,578.84652
FDF58,OUT019,175.052136
FDX39,OUT017,4279.22976
FDB44,OUT049,3369.786908
FDF28,OUT013,1971.393852
FDE39,OUT013,1648.633986
FDT37,OUT018,2648.479162
FDZ45,OUT017,3613.902478
FDO40,OUT035,2587.105718
FDM57,OUT027,1839.379028
DRG36,OUT017,2830.928336
FDY36,OUT010,195.691936
DRL60,OUT027,2817.985184
FDS25,OUT019,238.65601
DRF49,OUT027,3448.184858
FDP16,OUT045,5003.78661
FDS60,OUT049,2415.668876
FDU15,OUT027,902.165658000001
FDK43,OUT046,2632.553226
FDN25,OUT046,724.783222
FDE53,OUT049,1225.884276
FDB22,OUT013,2110.479472
FDE39,OUT017,2474.97834
FDX35,OUT035,4129.298258
NCG54,OUT049,2974.681214
FDH27,OUT035,2338.65579
NCK42,OUT013,2852.147382
FDS25,OUT049,2133.709234
FDI10,OUT018,3101.709196
FDU35,OUT035,1863.760624
FDI04,OUT017,3411.186352
DRK23,OUT035,5391.768244
FDB53,OUT019,177.848496
FDY02,OUT049,3670.18921
FDM60,OUT035,727.859218
NCJ31,OUT010,743.245856
DRP35,OUT017,1977.672346
NCQ30,OUT018,1337.598858
DRL11,OUT010,421.264976
FDU01,OUT013,3672.925648
FDR39,OUT035,3445.787978
FDO08,OUT046,2097.43645
FDC02,OUT045,4618.927578
NCZ29,OUT035,1896.73104
FDF29,OUT010,258.949594
FDZ23,OUT017,2996.006788
NCU53,OUT018,2182.931828
NCW30,OUT013,3742.881254
NCM26,OUT027,3952.581622
FDV50,OUT027,3051.674326
FDW15,OUT049,2779.41539
FDI35,OUT027,5983.27828
FDO11,OUT017,4854.487618
FDN48,OUT046,1628.406982
NCA17,OUT049,2379.329512
NCN54,OUT013,918.098251999999
FDP22,OUT013,650.932686
NCB54,OUT035,1632.082198
FDD08,OUT045,621.937096
DRM48,OUT010,104.437388
FDG41,OUT027,3354.113976
FDE44,OUT027,1566.447634
FDE26,OUT035,2633.099182
NCS38,OUT013,2398.91069
NCJ54,OUT018,3887.066902
FDI40,OUT019,282.46565
FDN45,OUT018,3932.327986
FDU43,OUT046,4453.36975
FDI04,OUT010,493.817202
NCC07,OUT018,1274.434412
NCC07,OUT019,245.893256
NCD18,OUT045,3855.268294
FDU55,OUT035,5050.073026
FDX59,OUT035,629.274212
FDR52,OUT049,2984.834664
NCP17,OUT013,789.712038
FDQ32,OUT045,2036.375932
NCT17,OUT049,3462.59277
FDO10,OUT049,824.307006
FDE32,OUT049,641.69804
FDN44,OUT045,2773.483112
FDH02,OUT035,1239.206934
FDK60,OUT013,1487.29733
FDS24,OUT019,315.629148
FDL03,OUT010,537.23402
FDB46,OUT027,5748.011192
FDO48,OUT049,3666.913474
FDZ39,OUT049,1788.478618
FDT02,OUT027,1057.749802
FDC50,OUT013,1854.832246
FDP39,OUT035,731.221508
DRG15,OUT018,997.641378
FDP10,OUT018,1467.003746
FDF53,OUT027,5316.852428
FDN34,OUT045,2602.618858
FDK02,OUT045,2118.868552
FDC23,OUT045,2756.94464
FDJ10,OUT019,280.281826
FDE53,OUT035,1237.735516
FDR25,OUT035,4605.318626
FDW50,OUT046,2084.766276
FDS09,OUT049,908.057988000001
FDW49,OUT010,566.009896
FDU51,OUT046,2809.522866
FDF28,OUT018,1976.820122
NCY30,OUT018,2686.855874
FDD44,OUT045,4436.944464
FDX09,OUT017,3082.181282
NCF30,OUT013,2088.195146
FDZ50,OUT019,693.776916
FDW37,OUT013,1489.281414
FDD11,OUT049,3767.722252
DRH39,OUT018,1112.139004
FDA36,OUT049,3158.38875
NCG43,OUT049,1380.076898
FDF02,OUT035,1864.73935
FDP57,OUT027,2159.062898
NCE42,OUT017,3335.611394
NCR38,OUT027,5207.334986
FDP03,OUT019,252.644468
FDO51,OUT035,817.928642
NCQ42,OUT046,1968.584176
NCM41,OUT046,1413.939486
FDH48,OUT027,2069.552746
DRF60,OUT046,4329.144786
FDJ27,OUT035,1655.931154
FDQ14,OUT013,2103.808156
FDN27,OUT017,2148.596522
NCQ02,OUT046,2825.229088
FDJ33,OUT049,2087.163156
FDP07,OUT027,6278.69374000001
DRE01,OUT049,3841.619394
FDU36,OUT045,1382.939838
FDL28,OUT017,3974.965818
NCX53,OUT046,2506.00462
FDZ39,OUT013,1540.06198
NCP42,OUT013,2826.48745
FDJ14,OUT035,1394.171884
FDK04,OUT049,936.760626
NCC19,OUT017,3432.012576
FDS09,OUT018,749.92383
FDZ02,OUT046,1388.845484
FDD35,OUT018,1590.516304
NCY42,OUT017,2678.97946
FDB05,OUT045,4309.204076
FDF20,OUT035,3030.561808
NCO41,OUT018,1217.302114
FDC40,OUT027,2031.12277
FDV58,OUT045,3183.103246
FDZ57,OUT045,1585.409618
DRM35,OUT046,2538.52895
DRN36,OUT018,1442.801916
FDQ13,OUT046,1085.140814
DRO35,OUT010,269.609052
NCD43,OUT035,1877.509394
FDA51,OUT018,1530.221456
NCX17,OUT027,5548.630724
NCZ17,OUT049,750.949162
FDR11,OUT027,3533.20086
FDW34,OUT049,3991.797242
FDN50,OUT017,1437.322382
FDS09,OUT046,879.222190000001
FDS48,OUT018,2301.244488
FDL44,OUT049,2627.153588
DRF48,OUT018,2498.24805
FDA14,OUT018,1470.705594
NCD30,OUT049,1428.713588
FDI16,OUT017,891.765862
NCG06,OUT035,3844.435728
DRZ24,OUT035,2650.28348
NCS17,OUT045,1699.847322
FDB37,OUT045,4126.435318
FDE10,OUT035,2190.209022
FDC57,OUT045,2388.670686
FDM12,OUT018,2614.137198
FDE24,OUT049,2228.612366
FDW22,OUT045,3179.181684
DRD01,OUT027,2026.408906
NCZ18,OUT027,5534.182864
FDN49,OUT045,558.286616
FDR22,OUT035,2612.326222
FDV08,OUT019,110.862358
FDY39,OUT046,4482.411946
FDV36,OUT049,3011.373452
FDO60,OUT045,629.667034
FDU04,OUT027,2984.228786
FDR20,OUT027,1603.006712
FDW19,OUT019,259.642026
FDU40,OUT049,2415.802036
FDK15,OUT045,1510.061032
DRF15,OUT035,2191.786968
FDQ25,OUT017,2592.172456
FDI48,OUT019,121.987876
FDS49,OUT046,1500.952888
FDV22,OUT046,2982.530996
NCV42,OUT046,1985.375652
FDX26,OUT046,2930.95147
FDI33,OUT018,1750.58794
FDZ14,OUT049,2173.011408
FDG10,OUT013,551.921568
FDM38,OUT018,838.961264
FDG26,OUT027,7175.679474
FDH46,OUT035,1663.70104
FDN13,OUT018,1323.071102
FDU57,OUT035,2654.131804
NCI06,OUT046,3187.124678
FDM38,OUT045,943.611708
NCG42,OUT010,310.66228
FDL39,OUT045,2493.527528
FDT31,OUT019,504.150418
FDV59,OUT013,3677.406482
FDB49,OUT035,1638.513826
FDD58,OUT049,1659.779478
DRN59,OUT046,687.391894
FDX48,OUT049,2435.469768
FDQ11,OUT049,4162.18212
FDY12,OUT049,974.904308
FDQ11,OUT045,4067.911498
DRI11,OUT017,1871.377376
FDY32,OUT027,3275.562892
FDS51,OUT045,954.104716
FDR19,OUT010,240.606804
DRB13,OUT018,3118.760334
FDS21,OUT035,1081.69197
